Competência;Temática;Título;Instituição;Modalidade;Carga Horária;Público-Alvo;Link
kokokapoakpd;Tecnologia da Informação;INTERNET DAS COISAS (IOT) APLICADA PARA RESOLUÇÃO DE DESAFIOS;https://acad-inpi.github.io/black/enap-logo.png;;25 h/a;Gestores;https://www.escolavirtual.gov.br/curso/534
kodksaosk;Tecnologia da Informação;INTELIGÊNCIA ARTIFICIAL NO CONTEXTO DO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;;20 h/a;Gestores;https://www.escolavirtual.gov.br/curso/377
dfkdpfkpoakdf;;AGENDA 2030 E OS OBJETIVOS DE DESENVOLVIMENTO SUSTENTÁVEL - TURMA 2 ;SENADO;EAD;24 h/a;Gestores;https://saberes.senado.leg.br/course/view.php?id=2805
fddijfioajofijdsa;;ASSEDIO MORAL E SEXUAL NO TRABALHO - TURMA 2;SENADO;EAD;6 h/a;Gestores;https://saberes.senado.leg.br/enrol/index.php?id=2720
dfifjia;;DESENVOLVIMENTO DE EQUIPES - TURMA 2;SENADO;EAD;10 h/a;Gestores;https://saberes.senado.leg.br/enrol/index.php?id=2727
dfkkap;;ESTATUTO DA IGUALDADE RACIAL - TURMA 2;SENADO;EAD;6 h/a;Gestores;https://saberes.senado.leg.br/enrol/index.php?id=2737
kokokapoakpd;;ÉTICA E ADMINISTRAÇÃO PÚBLICA - TURMA 2;SENADO;EAD;40 h/a;Gestores;https://saberes.senado.leg.br/enrol/index.php?id=2738
kodksaosk;;EXCELÊNCIA NO ATENDIMENTO - Turma 2;SENADO;EAD;20 h/a;Gestores;https://saberes.senado.leg.br/enrol/index.php?id=2739
dfkdpfkpoakdf;;GESTÃO ESTRATÉGICA COM FOCO NA ADMININSTRAÇÃO PÚBLICA - TURMA 2;SENADO;EAD;40 h/a;Gestores;https://saberes.senado.leg.br/enrol/index.php?id=2742
fddijfioajofijdsa;;LEI DE ACESSO À INFORMAÇÃO - TURMA 2;SENADO;EAD;12 h/a;Gestores;https://saberes.senado.leg.br/enrol/index.php?id=2747
dfifjia;;LICITAÇÕES E CONTRATOS ADMINISTRATIVOS: UM OLHAR PARA A LEI 14.133 DE 2021;SENADO;EAD;60 h/a;Gestores;https://saberes.senado.leg.br/enrol/index.php?id=2774
dfkkap;;MEDIAÇÃO DO ENSINO E DA APRENDIZAGEM ON-LINE - TURMA 2;SENADO;EAD;60 h/a;Gestores;https://saberes.senado.leg.br/enrol/index.php?id=2774
kokokapoakpd;;ORÇAMENTO PÚBLICO AVANÇADO - TURMA 2;SENADO;EAD;60 h/a;Gestores;https://saberes.senado.leg.br/enrol/index.php?id=2753
kodksaosk;;OUVIDORIA NA ADMINISTRAÇÃO PÚBLICA - TURMA 2;SENADO;EAD;20 h/a;Gestores;https://saberes.senado.leg.br/enrol/index.php?id=2754
dfkdpfkpoakdf;;FUNDAMENTOS DA INTEGRAÇÃO REGIONAL;SENADO;EAD; h/a;Gestores;
fddijfioajofijdsa;;RACISMO ESTRUTURAL E PRÁTICAS ANTIRRACISTAS - TURMA 2;SENADO;EAD;30 h/a;Gestores;https://saberes.senado.leg.br/enrol/index.php?id=2760
dfifjia;;DESING THINKING;GEEad;ONLINE;20 h/a;Gestores;https://mooc.cps.sp.gov.br/ead/course/view.php?id=11
dfkkap;;ESPANHOL BASICO;GEEad;ONLINE;40 h/a;Gestores;https://mooc.cps.sp.gov.br/ead/enrol/index.php?id=15
kokokapoakpd;;GESTÃO DE CONFLITOS ;GEEad;ONLINE;30 h/a;Gestores;https://mooc.cps.sp.gov.br/ead/enrol/index.php?id=7
kodksaosk;;GESTAO DE PESSOAS;GEEad;ONLINE;30 h/a;Gestores;https://mooc.cps.sp.gov.br/ead/enrol/index.php?id=3
dfkdpfkpoakdf;;INGLES BASICO;GEEad;ONLINE;40 h/a;Gestores;https://mooc.cps.sp.gov.br/ead/enrol/index.php?id=13
fddijfioajofijdsa;;GESTÃO DO TEMPO   ;GEEad;ONLINE;6 h/a;Gestores;https://mooc.cps.sp.gov.br/ead/course/view.php?id=5
dfifjia;;MEDIAÇÃO EM EAD;GEEad;ONLINE;30 h/a;Gestores;https://portalgeead.cps.sp.gov.br/mooc/
dfkkap;;PORTUGUES INTRUMENTAL;GEEad;ONLINE;30 h/a;Gestores;https://mooc.cps.sp.gov.br/mooc21/login/index.php
kokokapoakpd;;ÉTICA E CIDADANIA;GEEad;ONLINE;50 h/a;Gestores;https://mooc.cps.sp.gov.br/mooc21/login/index.php
kodksaosk;;LIDERAZO FEMININO: PONTENCIA TUS HABILIDADES E IMPULSA EL CAMBIO;IDB;VIRTUAL;2 h/a;Gestores;https://cursos.iadb.org/en/temas/desarrollo-social/liderazgo-femenino-potencia-tus-habilidades-e-impulsa-el-cambio
dfkdpfkpoakdf;;ECONOMÍA DEL COMPORTAMIENTO PARA MEJORES POLÍTICAS PÚBLICAS - EDICIÓN 22;IDB;VIRTUAL;6 h/a;Gestores;https://cursos.iadb.org/en/temas/economia-desarrollo/economia-comportamiento-mejores-politicas-publicas
fddijfioajofijdsa;;Inglês para Negócios e Empreendedorismo;COURSERA;ONLINE;31 h/a;Gestores;https://www.coursera.org/learn/business
dfifjia;;HOW TO LEARN ONLINE;EDX;ONLINE; h/a;Gestores;https://learning.edx.org/course/course-v1:edX+edx201+1T2020/home
dfkkap;;Aprendendo inglês;CAMBRIDGE;ONLINE;5 h/a;Gestores;Activities for Learners | Learning English | Cambridge English
kokokapoakpd;;Tomando decisões;CAMBRIDGE;ONLINE;5 A 10 h/a;Gestores;Tomando decisões | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org)
kodksaosk;;Muito, realmente ou absolutamente?;CAMBRIDGE;ONLINE;5 A 10 h/a;Gestores;Muito, realmente ou absolutamente? | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org)
dfkdpfkpoakdf;;Equipamento de escritório;CAMBRIDGE;ONLINE;5 A 10 h/a;Gestores;Equipamento de escritório | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org)
fddijfioajofijdsa;;NO TRABALHO;CAMBRIDGE;ONLINE;5 A 10 h/a;Gestores;No trabalho | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org)
dfifjia;;MARCADORES DE DISCURSO;CAMBRIDGE;ONLINE;5 A 10 h/a;Gestores;Marcadores de discurso | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org)
dfkkap;;COMUNICAÇÃO;CAMBRIDGE;ONLINE;10 h/a;Gestores;Comunicação | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org)
kokokapoakpd;;O MUNDO DO TRABALHO;CAMBRIDGE;ONLINE;5 h/a;Gestores;O mundo do trabalho | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org)
kodksaosk;;ESCRITA FORMAL E INFORMAL;CAMBRIDGE;ONLINE;5 h/a;Gestores;Escrita formal e informal | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org)
dfkdpfkpoakdf;;DIALOGOS CURTOS;CAMBRIDGE;ONLINE;5 h/a;Gestores;Diálogos curtos | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org)
fddijfioajofijdsa;;COMO ESCREVER UMA CARTA FORMAL;CAMBRIDGE;ONLINE;5 A 10 h/a;Gestores;Como escrever uma carta formal | Aprendendo Inglês | Cambridge Inglês (cambridgeenglish.org)
dfifjia;;TREINAMENTO VIRTUAL: SAÚDE E ATIVIDADE FÍSICA;LEARNCAFE;ONLINE;9 h/a;Gestores;Curso gratuito de Treinamento Virtual: Saúde e Atividade Física grátis - Curso online de Treinamento Virtual: Saúde e Atividade Física com certificado (learncafe.com)
dfkkap;;FUNDAMENTOS DE EXERCÍCIO PARA A SAÚDE;LEARNCAFE;ONLINE;9 h/a;Gestores;https://www.learncafe.com/cursos/fundamentos-de-exercicio-para-a-saude
kokokapoakpd;;A IMPORTÂNCIA DO EXERCICIO NA MANUTENÇÃO DA SAUDE;LEARNCAFE;ONLINE;9 h/a;Gestores;Curso gratuito de A Importância do Exercício na Manutenção da Saúde grátis - Curso online de A Importância do Exercício na Manutenção da Saúde com certificado (learncafe.com)
kodksaosk;;ESTRATÉGIAS ALIMENTARES PARA PREVINIR DOENÇAS;LEARNCAFE;ONLINE;9 h/a;Gestores;Curso gratuito de Estratégias Alimentares para Prevenir Doenças grátis - Curso online de Estratégias Alimentares para Prevenir Doenças com certificado (learncafe.com)
dfkdpfkpoakdf;;DIETA E SAUDE: ALIMENTAÇÃO COMO MEDICINA;LEARNCAFE;ONLINE;9 h/a;Gestores;https://www.learncafe.com/cursos/dieta-e-saude-alimentacao-como-medicina
fddijfioajofijdsa;;SEGREDOS DA GASTRONOMIA: APRENDA A COZINHAR DE FORMA SAUDÁVEL;LEARNCAFE;ONLINE;10 h/a;Gestores;Curso gratuito de Segredos da Gastronomia: Aprenda a Cozinhar de Forma Saudável grátis - Curso online de Segredos da Gastronomia: Aprenda a Cozinhar de Forma Saudável com certificado (learncafe.com)
dfifjia;;ALIMENTAÇÃO FUNCIONAL: DESCUBRA OS BENEFICIOS DOS ALIMENTOS NATURAIS;LEARNCAFE;ONLINE;9 h/a;Gestores;Curso gratuito de Alimentação Funcional: Descubra os benefícios dos alimentos naturais grátis - Curso online de Alimentação Funcional: Descubra os benefícios dos alimentos naturais com certificado (learncafe.com)
dfkkap;;SEGREDOS DA ALIMENTAÇÃO SAUDÁVEL;LEARNCAFE;ONLINE;7 h/a;Gestores;Curso gratuito de Segredos da Alimentação Saudável grátis - Curso online de Segredos da Alimentação Saudável com certificado (learncafe.com)
kokokapoakpd;;ALIMENTAÇÃO INTELIGENTE: MITOS E VERDADES;LEARNCAFE;ONLINE;7 h/a;Gestores;Curso gratuito de Alimentação Inteligente: Mitos e Verdades grátis - Curso online de Alimentação Inteligente: Mitos e Verdades com certificado (learncafe.com)
kodksaosk;TECNOLOGIA DA INFORMAÇÃO;FUNDAMENTOS E APLICAÇÕES DA IA PARA O AGENTE PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;ONLINE;112 h/a;Gestores;https://www.escolavirtual.gov.br/trilha/261
kokokapoakpd;TECNOLOGIA DA INFORMAÇÃO;FUNDAMENTOS E APLICAÇÕES DA IA PARA O AGENTE PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;ONLINE;112 h/a;Gestores;https://www.escolavirtual.gov.br/trilha/261
