Competência;Temática;Título;Instituição;Carga Horária;LINK;MODALIDADE
dfkdpfkpoakdf;Técnicas de Negociações Avançadas;CELEBRAÇÃO DE PARCERIAS DO SETOR PÚBLICO COM ORGANISMOS INTERNACIONAIS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2215/?area=9;EAD
fddijfioajofijdsa;Impacto Regulatório;FUNDAMENTOS DA TEORIA DA REGULAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/974;EAD
dfifjia;Impacto Regulatório;ANÁLISE DE IMPACTO REGULATÓRIO: CONCEITOS FUNDAMENTAIS;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/357;EAD
dfkkap;Redação Oficial;PORTUGUÊS - INTERPRETAÇÃO DE TEXTO E EMPREGO DE REGRAS GRAMATICAIS;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/477;EAD
kokokapoakpd;Redação Oficial;REDAÇÃO OFICIAL E NOÇÕES DE SEI E SUAS APLICAÇÕES;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/563;EAD
kodksaosk;Redação Oficial;UX WRITING PARA TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/813;EAD
dfkdpfkpoakdf;Gestão do Tempo;ESTRATÉGIAS DE PRODUTIVIDADE: CLAREZA, PROPÓSITO E PRIORIZAÇÃO DE TAREFAS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/444;EAD
fddijfioajofijdsa;Gestão do Tempo;GESTÃO DO TEMPO E PRODUTIVIDADE;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/468;EAD
dfifjia;Gestão do Tempo;PLANEJAMENTO E ORGANIZAÇÃO PESSOAL NO TRABALHO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/475;EAD
dfkkap;Gestão por resultados;GOVERNANÇA PÚBLICA PARA RESULTADOS;https://acad-inpi.github.io/black/enap-logo.png;23 h/a;https://suap.enap.gov.br/vitrine/curso/2067/?area=8;REMOTO
kokokapoakpd;Gestão por resultados;PRATICANDO A ELABORAÇÃO DE INDICADORES DE DESEMPENHO INSTITUCIONAL;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/2051/?area=9;REMOTO
kodksaosk;Gestão por resultados;ELABORAÇÃO DE INDICADORES DE DESEMPENHO INSTITUCIONAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/604/;EAD
dfkdpfkpoakdf;Marketing Digital;COMUNICAÇÃO E REDES SOCIAIS;https://acad-inpi.github.io/black/enap-logo.png;24 h/a;https://suap.enap.gov.br/vitrine/curso/1991/?area=3;REMOTO
fddijfioajofijdsa;Marketing Digital;USO DE MÍDIAS SOCIAIS NA COMUNICAÇÃO INSTITUCIONAL;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/445;EAD
dfifjia;Marketing Digital;ESTRATÉGIAS DE MARKETING DIGITAL PARA A ADMINISTRAÇÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/806;EAD
dfkkap;Marketing Digital;COMUNICAÇÃO PÚBLICA E COMUNICAÇÃO DE GOVERNO;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/488/;EAD
kokokapoakpd;Gestão por processos;ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/424/;EAD
kodksaosk;Gestão por processos;FUNDAMENTOS DA TRANSFORMAÇÃO DIGITAL: MAPEAMENTO E AUTOMAÇÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/518/;EAD
dfkdpfkpoakdf;Gestão por processos;INTRODUÇÃO À GESTÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/679/;EAD
fddijfioajofijdsa;Gestão por processos;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/797/;EAD
dfifjia;Gestão por processos;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/1710/?area=8;REMOTO
dfkkap;Gestão por processos;PRATICANDO A GESTÃO DE PROCESSOS COM FOCO EM INOVAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2064/?area=8;REMOTO
kokokapoakpd;Edição de Vídeos;MÍDIAS PARA EDUCAÇÃO: PRODUÇÃO DE VÍDEOS E LIVES COM QUALIDADE;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/771;EAD
kodksaosk;Edição de Vídeos;PRODUÇÃO DE VÍDEOS: UMA INTRODUÇÃO;https://acad-inpi.github.io/black/enap-logo.png;6 h/a;https://www.escolavirtual.gov.br/curso/844;EAD
dfkdpfkpoakdf;Edição de Vídeos;PRODUÇÃO E EDIÇÃO DE VÍDEO PELO CELULAR;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/878;EAD
fddijfioajofijdsa;Legislação de Pessoal;LEI 8.112/90 E SUAS ALTERAÇÕES;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/405/;EAD
dfifjia;Licitações e Contratos na Adm Pública;PRATICANDO A GESTÁO E FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;28 h/a;https://suap.enap.gov.br/vitrine/curso/2079/?area=13;
dfkkap;Licitações e Contratos na Adm Pública;PRATICANDO A APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2037/?area=14;REMOTO
kokokapoakpd;Licitações e Contratos na Adm Pública;COMO FISCALIZAR COM EFICIÊNCIA CONTRATOS PÚBLICOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/706;REMOTO
kodksaosk;Licitações e Contratos na Adm Pública;GESTÃO DE FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/939;EAD
dfkdpfkpoakdf;Licitações e Contratos na Adm Pública;APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;32 h/a;https://www.escolavirtual.gov.br/curso/383/;EAD
fddijfioajofijdsa;Direito Administrativo ;PRATICANDO O DIREITO ADMINISTRATIVO NO SETOR PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/1290/?area=9;REMOTO
dfifjia;Direito Administrativo (Correição);PROVAS NO PROCESSO ADMINISTRATIVO DISCIPLINAR;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/84/;EAD
dfkkap;Direito Administrativo (Correição);COMISSÃO DE PAR;https://acad-inpi.github.io/black/enap-logo.png;30 h/a;https://www.escolavirtual.gov.br/curso/321/;EAD
kokokapoakpd;Direito Administrativo (Correição);ADMISSIBILIDADE CORREICIONAL;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/819;EAD
kodksaosk;Direito Administrativo (Correição);COMISSÕES PROCESSANTES;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/821;EAD
dfkdpfkpoakdf;Direito Administrativo (Correição);COMUNICAÇÕES PROCESSUAIS;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/820;EAD
fddijfioajofijdsa;Direito Administrativo (Correição);ATIVIDADE CORREICIONAL: VISÃO GERAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/238;EAD
dfifjia;Direito Administrativo (Correição);SUBORNO TRANSNACIONAL;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/886;EAD
dfkkap;Direito Administrativo (Correição);A RESPONSABILIZAÇÃO ADMINISTRATIVA NA LEI ANTICORRUPÇÃO;https://acad-inpi.github.io/black/enap-logo.png;30 h/a;https://www.escolavirtual.gov.br/curso/1058;EAD
kokokapoakpd;Direito Administrativo (Correição);PRATICANDO A LEI DE IMPROBIDADE ADMINISTRATIVA;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2229/?area=13;EAD
kodksaosk;Oratória;STORYTELLING COM DADOS PARA COMUNICAÇÃO PROFISSIONAL DE SUCESSO;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/815;REMOTO
dfkdpfkpoakdf;Direitos de Propriedade Industrial;Dl 101;OMPI;75 h/a;https://welc.wipo.int/acc/index.jsf?lang=en;EAD
fddijfioajofijdsa;Direitos de Propriedade Industrial;DL 001;OMPI;5 h/a;https://welc.wipo.int/acc/index.jsf?lang=en;EAD
dfifjia;Gestão de riscos;GESTÃO DE RISCOS NAS CONTRATAÇÕES PÚBLICAS;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/2070/?area=8;REMOTO
dfkkap;Gestão de riscos;INTRODUÇÃO À GESTÃO DE RISCOS;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/923/;EAD
kokokapoakpd;Gestão de riscos;GESTÃO DE RISCOS EM PROCESSOS DE TRABALHO (SEGUNDO O COSO);https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/300/;EAD
kodksaosk;Gestão de riscos;ANÁLISE DE RISCOS PARA CONTRATAÇÕES DE TIC;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/409/;EAD
dfkdpfkpoakdf;Gestão de riscos;GESTÃO DE RISCOS EM PROJETOS DE TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/724/;EAD
fddijfioajofijdsa;Auditoria em Folha de Pagamento;SIAPE FOLHA;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/86/;EAD
dfifjia;Licitações e Contratos na Adm Pública;PRATICANDO A GESTÁO E FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;28 h/a;https://suap.enap.gov.br/vitrine/curso/2079/?area=13;REMOTO
dfkkap;Licitações e Contratos na Adm Pública;PRATICANDO A APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2037/?area=14;REMOTO
kokokapoakpd;Licitações e Contratos na Adm Pública;COMO FISCALIZAR COM EFICIÊNCIA CONTRATOS PÚBLICOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/706;REMOTO
kodksaosk;Licitações e Contratos na Adm Pública;GESTÃO DE FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/939;EAD
dfkdpfkpoakdf;Licitações e Contratos na Adm Pública;APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;32 h/a;https://www.escolavirtual.gov.br/curso/383/;EAD
fddijfioajofijdsa;Auditoria Interna Governamental;CERTIFICAÇÃO FUNDAMENTOS DA AUDITORIA GOVERNAMENTAL;https://acad-inpi.github.io/black/enap-logo.png;144 h/a;https://www.escolavirtual.gov.br/programa/133;EAD
dfifjia;Contabilidade (conformidade);CONTABILIDADE PÚBLICA E CONFORMIDADE NA GESTÃO;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/480/;EAD
dfkkap;Auditoria Governamental;TRILHA DE APRENDIZAGEM EM AUDITORIA GOVERNAMENTAL;https://acad-inpi.github.io/black/enap-logo.png; h/a;https://www.gov.br/cgu/pt-br/assuntos/auditoria-e-fiscalizacao/competencias-tecnicas-de-auditoria;H´BRIDO
kokokapoakpd;Power BI;PRATICANDO BUSINESS INTELLIGENCE;https://acad-inpi.github.io/black/enap-logo.png;32 h/a;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;REMOTO
kodksaosk;Power BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/840;EAD
dfkdpfkpoakdf;Licitações e Contratos na Adm Pública;PRATICANDO A GESTÃO E FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;28 h/a;https://suap.enap.gov.br/vitrine/curso/2079/?area=13;REMOTO
fddijfioajofijdsa;Licitações e Contratos na Adm Pública;PRATICANDO A APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2037/?area=14;REMOTO
dfifjia;Licitações e Contratos na Adm Pública;COMO FISCALIZAR COM EFICIÊNCIA CONTRATOS PÚBLICOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/706;REMOTO
dfkkap;Licitações e Contratos na Adm Pública;GESTÃO DE FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/939;EAD
kokokapoakpd;Gestão de riscos;GESTÃO DE RISCOS NAS CONTRATAÇÕES PÚBLICAS;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/2070/?area=8;REMOTO
kodksaosk;Gestão de riscos;INTRODUÇÃO À GESTÃO DE RISCOS;https://acad-inpi.github.io/black/enap-logo.png;40 h/a;https://www.escolavirtual.gov.br/curso/923/;EAD
dfkdpfkpoakdf;Gestão de riscos;GESTÃO DE RISCOS EM PROCESSOS DE TRABALHO (SEGUNDO O COSO);https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/300/;EAD
fddijfioajofijdsa;Gestão de riscos;ANÁLISE DE RISCOS PARA CONTRATAÇÕES DE TIC;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/409/;EAD
dfifjia;Gestão de riscos;GESTÃO DE RISCOS EM PROJETOS DE TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/724/;EAD
dfkkap;Direitos de Propriedade Industrial;Dl 101;https://acad-inpi.github.io/black/enap-logo.png;75 h/a;https://welc.wipo.int/acc/index.jsf?lang=en;EAD
kokokapoakpd;Direitos de Propriedade Industrial;DL 001;https://acad-inpi.github.io/black/enap-logo.png;5 h/a;https://welc.wipo.int/acc/index.jsf?lang=en;EAD
kodksaosk;Gestão por processos;ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/424/;EAD
dfkdpfkpoakdf;Gestão por processos;FUNDAMENTOS DA TRANSFORMAÇÃO DIGITAL: MAPEAMENTO E AUTOMAÇÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/518/;EAD
fddijfioajofijdsa;Gestão por processos;INTRODUÇÃO À GESTÃO DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/679/;EAD
dfifjia;Gestão por processos;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/797/;EAD
dfkkap;Gestão por processos;PRATICANDO ANÁLISE E MELHORIA DE PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/1710/?area=8;REMOTO
kokokapoakpd;Gestão por processos;PRATICANDO A GESTÃO DE PROCESSOS COM FOCO EM INOVAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2064/?area=8;REMOTO
kodksaosk;Gestão de pessoas;COMUNICAÇÃO NÃO-VIOLENTA: BASES E APLICAÇÕES NA ERA DO TRABALHO REMOTO ;https://acad-inpi.github.io/black/enap-logo.png;18 h/a;https://suap.enap.gov.br/vitrine/curso/1181/?area=3;REMOTO
dfkdpfkpoakdf;Gestão de pessoas;HABILIDADES DE GESTÃO DE PESSOAS ;https://acad-inpi.github.io/black/enap-logo.png;23 h/a;https://suap.enap.gov.br/vitrine/curso/2023/?area=3;REMOTO
fddijfioajofijdsa;Gestão de pessoas;HABILIDADES DE COMUNICAÇÃO INTERPESSOAL NO AMBIENTE DE TRABALHO ;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2049/?area=3;REMOTO
dfifjia;Gestão de pessoas;LIDERANÇA HUMANIZADA: CONSTRUINDO ESPAÇO DE SEGURANÇA PSICOLÓGICA ;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2086/?area=7;REMOTO
dfkkap;Gestão de pessoas;LIDERANÇA HUMANIZADA: MODELAGEM DE PAPÉIS ;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2093/?area=20;REMOTO
kokokapoakpd;Gestão de pessoas;DESENVOLVIMENTO DE EQUIPES;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/1422/?area=7;REMOTO
kodksaosk;Gestão de pessoas;GESTÃO DA MUDANÇA;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2057/?area=9;REMOTO
dfkdpfkpoakdf;Gestão de pessoas;SÍNDROME DO IMPOSTOR: PADRÕES QUE MINAM SUA CONFIANÇA NA LIDERANÇA;https://acad-inpi.github.io/black/enap-logo.png;15 h/a;https://suap.enap.gov.br/vitrine/curso/2102/?area=3;REMOTO
fddijfioajofijdsa;Gestão de pessoas;RELAÇÕES INTERPESSOAIS E FEEDBACK;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/2007/?area=3;REMOTO
dfifjia;Gestão de pessoas;HABILIDADES DE COMUNICAÇÃO INTERPESSOAL NO AMBIENTE DE TRABALHO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2049/?area=3;REMOTO
dfkkap;Gestão de pessoas;GESTÃO DE EQUIPES HÍBRIDAS E DESAFIOS PARA A CULTURA ORGANIZACIONAL;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/957;EAD
kokokapoakpd;Gestão de pessoas;E-LIDERANÇA: COMO GERENCIAR E LIDERAR EQUIPES EM AMBIENTES REMOTOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/773;EAD
kodksaosk;Gestão de pessoas;COMUNICAÇÃO NÃO VIOLENTA;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/463;EAD
dfkdpfkpoakdf;Gestão de pessoas;DESENVOLVENDO TIMES DE ALTA PERFORMANCE;https://acad-inpi.github.io/black/enap-logo.png;30 h/a;https://www.escolavirtual.gov.br/curso/356;EAD
fddijfioajofijdsa;Gestão de pessoas;GESTÃO PESSOAL - BASE DA LIDERANÇA;https://acad-inpi.github.io/black/enap-logo.png;50 h/a;https://www.escolavirtual.gov.br/curso/163;EAD
dfifjia;Gestão de pessoas;INTELIGÊNCIA EMOCIONAL;https://acad-inpi.github.io/black/enap-logo.png;50 h/a;https://www.escolavirtual.gov.br/curso/318;EAD
dfkkap;Diversidade;PLURALIDADE E INCLUSÃO NO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/2013/?area=24;REMOTO
kokokapoakpd;Diversidade;POLÍTICAS PÚBLICAS E INTERSECCIONALIDADES;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://suap.enap.gov.br/vitrine/curso/2441/?area=25;REMOTO
kodksaosk;Diversidade;EMPRESAS E DIREITOS HUMANOS APLICADO;https://acad-inpi.github.io/black/enap-logo.png;22 h/a;https://suap.enap.gov.br/vitrine/curso/2043/?area=44;REMOTO
dfkdpfkpoakdf;Diversidade;GESTÃO DE DIVERSIDADE NO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;22 h/a;https://suap.enap.gov.br/vitrine/curso/2380/?area=44;REMOTO
fddijfioajofijdsa;Diversidade;PARTICIPAÇÃO EM COMISSÕES DE HETEROIDENTIFICAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2254/?area=44;REMOTO
dfifjia;Diversidade;SUPERANDO O CAPACITISMO NO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2386/?area=24;REMOTO
dfkkap;Diversidade;PRATICANDO O LETRAMENTO SOCIAL NO SERVIÇO PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2375/?area=19;REMOTO
kokokapoakpd;Diversidade;INCLUSÃO DE GÊNERO NA PONTA DA LÍNGUA;https://acad-inpi.github.io/black/enap-logo.png;8 h/a;https://www.escolavirtual.gov.br/curso/924;EAD
kodksaosk;Diversidade;EMPRESAS E DIREITOS HUMANOS;https://acad-inpi.github.io/black/enap-logo.png;30 h/a;https://www.escolavirtual.gov.br/curso/333;EAD
dfkdpfkpoakdf;LGPD;PROTEÇÃO DE DADOS PESSOAIS NO SETOR PÚBLICO;https://acad-inpi.github.io/black/enap-logo.png;15 h/a;https://www.escolavirtual.gov.br/curso/290;EAD
fddijfioajofijdsa;LGPD;FUNDAMENTOS DA LEI GERAL DE PROTEÇÃO DE DADOS;https://acad-inpi.github.io/black/enap-logo.png;15 h/a;https://www.escolavirtual.gov.br/curso/603;EAD
dfifjia;LGPD;PRATICANDO A LGPD;https://acad-inpi.github.io/black/enap-logo.png;22 h/a;https://suap.enap.gov.br/vitrine/curso/2054/?area=11;REMOTO
dfkkap;LGPD;INTRODUÇÃO À LEI BRASILEIRA DE PROTEÇÃO DE DADOS PESSOAIS;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/153;EAD
kokokapoakpd;LGPD;COMO IMPLEMENTAR A LGPD: BASES, MECANISMOS E PROCESSOS;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/529;EAD
kodksaosk;Gestão em Ouvidoria;GESTÃO EM OUVIDORIA;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/119/;EAD
dfkdpfkpoakdf;Gestão em Ouvidoria;ATUAÇÃO GERENCIAL DAS OUVIDORIAS PARA MELHORIA DA GESTÃO PÚBLICA;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/512;EAD
fddijfioajofijdsa;Gestão em Ouvidoria;CERTIFICAÇÃO EM OUVIDORIA;https://acad-inpi.github.io/black/enap-logo.png;160 h/a;https://www.escolavirtual.gov.br/certificacao/113;EAD
dfifjia;Acesso à informação;GOVERNO ABERTO: TRANSPARÊNCIA E DADOS ABERTOS;https://acad-inpi.github.io/black/enap-logo.png;10 h/a;https://www.escolavirtual.gov.br/curso/500;EAD
dfkkap;Resolução de conflitos;GESTÃO DE CONFLITOS E NEGOCIAÇÃO;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/372/;EAD
kokokapoakpd;Resolução de conflitos;RESOLUÇÃO DE CONFLITOS APLICADA AO CONTEXTO DAS OUVIDORIAS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/120;EAD
kodksaosk;Defesa do usuário e simplificação;CERTIFICAÇÃO EM ATENDIMENTO AO CIDADÃO;https://acad-inpi.github.io/black/enap-logo.png;133 h/a;https://www.escolavirtual.gov.br/certificacao/121;EAD
dfkdpfkpoakdf;Linguagem Simples;PRIMEIROS PASSOS PARA USO DE LINGUAGEM SIMPLES;https://acad-inpi.github.io/black/enap-logo.png;8 h/a;https://www.escolavirtual.gov.br/curso/315;EAD
fddijfioajofijdsa;Linguagem Simples;LINGUAGEM SIMPLES APROXIMA O GOVERNO DAS PESSOAS. COMO USAR?;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/332;EAD
dfifjia;Avaliação da Qualidade de Serviços;AVALIAÇÃO DA QUALIDADE DE SERVIÇOS COMO BASE PARA GESTÃO E MELHORIA DE SERVIÇOS PÚBLICOS;https://acad-inpi.github.io/black/enap-logo.png; h/a;https://www.escolavirtual.gov.br/curso/368;EAD
dfkkap;Pesquisa com usuários;UX: COMO MELHORAR A EXPERIÊNCIA DO USUÁRIO NO SERVIÇO PÚBLICO DIGITAL;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://www.escolavirtual.gov.br/curso/537;EAD
kokokapoakpd;Pesquisa com usuários;USER RESEARCH: ENTENDENDO AS NECESSIDADES DOS USUÁRIOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2075/?area=11;REMOTO
kodksaosk;Pesquisa com usuários;USER RESEARCH: AVALIANDO PROJETOS COM USUÁRIOS;https://acad-inpi.github.io/black/enap-logo.png;20 h/a;https://suap.enap.gov.br/vitrine/curso/2107/?area=11;REMOTO
dfkdpfkpoakdf;Power BI;PRATICANDO BUSINESS INTELLIGENCE;https://acad-inpi.github.io/black/enap-logo.png;32 h/a;https://suap.enap.gov.br/vitrine/curso/2016/?area=2;REMOTO
fddijfioajofijdsa;Power BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;https://acad-inpi.github.io/black/enap-logo.png;25 h/a;https://www.escolavirtual.gov.br/curso/840;EAD
dfifjia;Inovação;TRANSFORMANDO SERVIÇOS COM DESIGN THINKING;https://acad-inpi.github.io/black/enap-logo.png;21 h/a;https://suap.enap.gov.br/vitrine/curso/1140/?area=11;REMOTO
